timecode,text
00:00:00,"Venha você trabalhar. três a zero não tem preço. a volta do patriotismo em nosso governo."
00:00:23,"no domingo. queremos uma das eleições"
00:00:40,"Mais importante do nosso Brasil. Mais do que eleger o presidente identificado com vocês. é o que nós queremos"
00:00:54,"Brasil. Pelo passado é a permanência louco"
00:01:29,"Nós sabemos fez o outro lado, boa nossa nação com quatorze anos."
00:01:42,"Os meus ministros saíram, se candidataram e se elegeram deputados e governadores. Lula e foram para a cadeia."
00:02:00,"Nós temos um presidente hoje defende a família brasileira. e falando do seu povo. Doze verdade a cada um de vocês."
00:02:20,"A nossa bandeira jamais será vermelha, a nossa bandeira da bandeira será vermelha, a nossa terra, a Eles estão"
00:02:37,"Problema nos últimos E a festa tá linda."
00:02:48,"Paulo não são ladrão. O povo não aceita mais a corrupção do PT no Brasil."
00:03:03,"Eles não tem nada a falar dos seus quatorze anos o Brasil. Só roubaram a nossa pátria, não fizeram nada de uso para um de vocês. até mesmo."
00:03:21,"o falsa família deles de cento e noventa reais. Brasil, é três vezes maior. Quando a gente tem teto reais Lá trás"
00:03:41,"Mito, mito, mito, mito, mito, mito, mito, mito. Nós passamos maus momentos"
