timecode,text
00:00:00,"Sofreu e ainda sofre o Brasil está na vanguarda da saída desses problemas, né? Voltados pra economia. É o que está sendo discutido no momento. Os números são fantásticos. Segundo mês com deflação."
00:00:18,"Saldo positivo mês a mês na questão de empregos. Quem cria emprego são os senhores, não sou eu. A minha obrigação é não atrapalhar a vida de vocês, é desonerar, é descomplicar, desburocratizar"
00:00:34,"É colaborar com os senhores. Por exemplo, nós somos sete o país mais digital do mundo. E isso tem reflexo positivo na economia. Né? Tivemos uma grande vacina em 2019. Lei da Liberdade Econômica. E no meu entender, entre outras medidas, seguraram"
00:00:54,"Uma catástrofe que se anunciou em 2020 e 2021. O governo entrou em campo, programas outros, Pronampe, Bem. Terminamos 2020 e 2021 com saldo positivo de quase 3 milhões de empregos. Diferente de 2014, 2015. A crise era"
00:01:13,"a conhecida corrupção, quando se perdeu quase 3 milhões de empregos. Já que está na introdução, né? Em 2010, levava-se praticamente quatro meses pra se abrir uma empresa. Hoje em dia, um dia. Algo está acontecendo."
00:01:32,"O que que foi? É o trabalho. Né? Trabalho como? Anônima muitas vezes. E a confiança nas pessoas. Escolher ministros pelo critério técnico. No passado, ninguém tinha liberdade pra escolher ministros. Era imposição partidária."
00:01:50,"É a realidade e a verdade. Assim como diretores de presidente de bancos e de estatais. Uma das consequências no passado: as estatais davam prejuízo ou pequeno lucro. Hoje o lucro é acima de 100 bilhões por ano."
00:02:09,"Pra onde que ia essa grana? Eu mexi na harmonia de Brasília. Então há um trabalho aí se essa parte de umas poucas pessoas mas com poderes pra o tempo todo pra infernizar a vida do governo."
00:02:25,"Tá? Mas nós estamos fazendo nossa parte. Quem tem a verdade ao seu lado vence desafios. E o Brasil hoje em dia cada vez mais está sendo olhado pelo mundo todo."
00:02:41,"Nós somos uma potência no agronegócio, né? E seremos brevemente, já está na prancheta, saindo da prancheta, uma potência energética, além de uma potência alimentícia, né?"
00:03:00,"Temos a nossa segurança alimentar e também atendemos mais de 1 bilhão de pessoas pelo mundo. A nossa, a nossa aparição perante o mundo na geração de energia salta aos olhos."
00:03:16,"Um bom ministro, bons ministros também na questão de meio ambiente. Também na questão de minas e energia nos levam a mais que sonhar. Ter a certeza. Na costa do nordeste, produção de até cinquenta vezes aquilo que Itaipu gera."
00:03:34,"Quem tem isso no mundo? Né? É um país fantástico e não não precisa explorar por suas potencialidades. A questão de agregar valor naquilo que nós temos também. Lamentavelmente, entregaram Catalão pra um outro país. Catalão lá, de nióbio. Né? Seguramos"
00:03:52,"Influenciamos pra que Araxá soubesse conseguisse o mesmo caminho. Hoje estou revelando apenas agora. Melhor do que ter informações é saber como utilizá-la. Pra gente ver esses potenciais de todo o Brasil. Vem de vocês também. Setor de serviço. Né? Entre outros. Eh é a certeza"
00:04:12,"De dias melhores pra todos. A pandemia destruiu aí basicamente botando na miséria os informais. 38 milhões de informais. Fizemos a nossa parte. Tivemos um endividamento. Alguns achavam que tinha dinheiro no cofre, era endividamento."
00:04:29,"Os R$ 600, que chegou-se a pagar 68 milhões de pessoas por mês, estava praticamente 50 bilhões a despesa mensal. Mas por responsabilidade uma boa equipe mas o Paulo Guedes não sofremos só lavando o tocante a isso. Ontem, mais uma boa notícia: o dólar caiu mais de 1%"
00:04:49,"A bolsa subiu, né, subiu em relação ao mundo. e isso influencia no preço do combustíveis que a correia da da inflação eu hoje fiz a primeira reunião pro discurso da ONU no mês que vem"
00:05:09,"Eh tradição no Brasil abri-la vamos dar uma notícia para o Brasil de lá pra cá. Meu tempo são quinze minutos tentando passar pra vinte. Só pra lembrar."
