timecode,text
00:00:00,"Olha o Braga Netto aí. Olha o Braga Netto!"
00:00:20,"Boa tarde, Minas Gerais! É uma satisfação retornar à minha segunda terra natal. Aqui eu ganhei uma nova vida. Aqui, Deus me"
00:00:39,"Escolheu para ser presidente da república. Se me permitam antes"
00:00:47,"De começar a falar de política. Ao longo do meus 67 anos de vida,"
00:01:06,"Eu acordo pela manhã e tenho basicamente uma rotina."
00:01:16,"Por favor, dá pra sair aqui na frente, por favor."
00:01:31,"Eu acordo pela manhã e tenho uma rotina: eu dobro o meu joelho, rezo o Pai Nosso e peço"
00:01:51,"Para o nosso Deus que o nosso povo brasileiro não sinta um dia as dores do comunismo. No dia dois próximo"
00:02:07,"Teremos uma grande decisão pela frente. O que vocês querem para o futuro dos seus filhos?"
00:02:17,"Vocês querem alguém na presidência que desrespeite a família brasileira? Vocês querem alguém na presidência que diz que vai liberar as drogas pros nossos filhos? Nós queremos à frente da presidência"
00:02:36,"quem diz que é favorável à ideologia de gênero? Vocês sabem o direito que não respeite a propriedade privada? Vocês querem a frente da presidência o ladrão da república"
00:02:53,"Nós faz o que queremos. Nós desejamos o contrário. Nós somos a maioria. Nós não seremos em primeiro turno."
00:03:08,"Não existe eleição sem polvo nas ruas. A gente não vê nenhum dos outros candidatos. Fazer um comício se quer que a se aproxime a dez por cento do povo que tem aqui."
00:03:28,"Democracia é a vontade do povo. Democracia é o candidato. É o presidente manter sua lealdade para com o seu povo. E vocês sabem."
00:03:46,"Eu estou há quase quatro anos no poder. Nós somos um país que é laico. Mas o seu presidente é"
00:03:58,"Cristão. Com o presidente que respeita os seus militares e os seus policiais. O presidente que defende a família brasileira. E é o presidente que deve lealdade ao seu povo."
00:04:16,"Do lado de lá para o tempo todo incontrolável as mídias sociais e querer falar voz de todos no Brasil. O meu governo"
00:04:35,"sempre jogou dentro das quatro linhas da Constituição. Em havendo a reeleição, todos, sem exceção, jogarão dentro das quatro linhas da Constituição. Ninguém."
00:04:54,"É dono de nada aqui. Eu não mando na presidência da república. Eu tenho limites. O prefeito aqui não manda na cidade. Tem limites. Assim é dentro de cada poder."
00:05:10,"Ninguém manda na república a não ser o nosso povo. E a vontade desse povo se falar presente após as eleições em toda a sua plenitude."
00:05:27,"Vocês sabem vocês passaram momentos difíceis durante a pandemia muitos dos nossos se foram vocês sentiram"
00:05:42,"Um gostinho da ditadura nesses dois anos de pandemia. Onde muitos governadores e prefeitos obrigaram a vocês ficar dentro de casa. Eu não fechei uma casa de comércio sequer."
00:05:58,"Eu sempre defendi a liberdade do nosso povo. Eu sempre falei que você deve combater sim o vírus, mas também combater o desemprego em nosso país. Fizemos o que país nenhum do mundo fez."
00:06:16,"Nós injetamos dentro da economia. Na cara dele. Nós mandamos dinheiro pra governadores e prefeitos. Nós criamos programas que garantiam emprego no Brasil. Mais do que isso. Entre 2020 e 2021, criou-se no Brasil quase 3 milhões de novos empregos."
00:06:35,"Atendemos os informais aqueles que viviam no serviço do dia a dia. Trabalhavam de manhã pra pagar janta à noite. Atendemos a eles o maior problema social da história do Brasil. Gastamos"
00:06:54,"o equivalente a 15 anos de Bolsa Família. Um governo que pensa nos mais pobres sem fugir da sua responsabilidade fiscal. Passamos o Bolsa Família de R$ 190"
00:07:13,"para no mínimo R$ 600 do Auxílio Brasil. Atendemos a todos no Brasil. Podemos reconhecer emprego no nosso país. A taxa de juro, a taxa de juros já começa a dar sinal que vai cair."
00:07:31,"O nosso Produto Interno Bruto tem subido. O Brasil é um exemplo para o mundo. Vocês se lembram há pouco aonde estava o preço da gasolina no Brasil e no mundo. E onde está hoje o preço da gasolina no Brasil."
00:07:49,"Isso não foi uma canetada. Foi um projeto votado e sancionado pelo presidente. Foi via proposta de emenda a constituição profunda pelo parlamento. E nós colocamos a gasolina no"
00:08:08,"dos preços mais baratos do mundo. Eu deixo claro pra vocês: quando o preço da gasolina, a diminuição do ICMS foi passado no Senado, todos os senadores do PT votaram contra a diminuição do preço da gasolina."
00:08:28,"Quando nós votamos o Auxílio Brasil na Câmara dos Deputados, todos os deputado do PT foram contra a majoração do valor do Auxílio Brasil."
00:08:43,"Hoje nós não temos uma oposição. Nós temos bandidos que querem o mal da sua população. E nós vamos derrotar este pessoal nas urnas agora no próximo dia dois de outubro."
00:09:00,"Dizer a vocês além das pautas econômicas nós falamos também naquilo que tem a ver com a nossa família, com a nossa religião e com a nossa fé."
00:09:15,"Nós respeitamos a vida desde a sua concepção. Nós não vamos discutir aborto no Brasil."
00:09:24,"E não se esqueçam, quem se eleger presidente esse ano indica dois para ocupar o Supremo Tribunal Federal o ano que vem. Pode ter certeza em eu sendo reeleito esses dois que"
00:09:44,"jamais serão favorável ao aborto também. Tem todo nós sabemos o sofrimento de uma mãe que tem um filho no mundo das drogas. Assim sendo, diferentemente do presidente da Colômbia, que quando eu saí da tribuna"
00:10:04,"da ONU, ele foi lá defender a liberação da cocaína. E não se esqueçam: o novo presidente da Colômbia também é um velho amigo deste ladrão chamado Luiz Inácio Lula da Silva. Nossa"
00:10:23,"Eu quero repetir porque é importante. Uma patrimônio de cada um, de nós são os nossos filhos. E nós não queremos que nossos filhos na escola sejam doutrinados pela tal da ideologia de gênero. Os nossos filhos"
00:10:41,"Sou o futuro da nossa família e da nossa nação. Vocês acompanham o que está acontecendo também na Nicarágua. Lá na ONU eu abri as portas do Brasil para padres e feiras que estão sendo perseguidos pelo amigo de Lula."
00:10:59,"Pela ditadura de Ortega. O Brasil é um país livre. Vocês sabem que vocês estão tendo cada dia mais a sua liberdade ameaçada por um outro poder que não é o poder executivo. E nós sabemos que devemos"
00:11:17,"botar um ponto final neste abuso que existe da por parte de outro poder. Tenho certeza. Obrigado. Obrigado. Desculpa. Pega ela vindo de ferramenta."
00:11:37,"Muito obrigado. Vamos pro encerramento. Quero que todos vocês. Todos vocês. Desde quando eu cheguei a presidência da república notaram que pegam"
00:11:55,"Brasil cada vez mais as cores verde e amarela se fazem presente são as mãos da nossa bandeira as cores da nossa pátria e vocês sabem que cada vez mais o patriotismo se faz presente entre nós."
00:12:12,"Ninguém no mundo tem uma terra como o Brasil. O que faltava pra nós de fato sermos uma grande nação. Soltava pra nós histórias. Fazer bem as suas escolhas."
00:12:29,"E agora no dia dois de outubro vocês poderão fazer excelentes escolas por Minas Gerais a gente tem aqui o Cleitinho, o nosso"
00:12:45,"Alguns acha que até o pouco tempo ele era um pouco radical. Eu era meio parecido com ele lá atrás. A gente muda, a gente melhora, a gente aprende. E o Cleitinho é uma pessoa que está aprendendo."
00:13:03,"Está mudando e fará muitas coisas boas ao nosso lado pelo estado de Minas Gerais. Dizer a vocês que há pouco tempo vocês tiveram uma presidente da república fizeram o que era da terra."
00:13:22,"Não se esqueçam: dinheiro do BNDES foi pra Venezuela pra fazer metrô em Caracas e em BH ainda não tem metrô. Nós faremos com que cada vez mais recursos nosso aqui sejam investido no nosso Brasil."
00:13:42,"Vocês sabem o que fizemos ao longo desse tempo. O que o mundo pensa ao nosso respeito. Como são outros países da América do Sul que optaram pela esquerda."
00:13:54,"Optaram pelo fracasso, pela miséria e até mesmo pela violência que ocorre lá na Venezuela. Dizer a vocês que escolhi para ser meu vice-candidato a presidente da república um milhão! Um mineiro Fortaleza"
00:14:13,"O nosso empresário e o futuro não é nós todos aqui não podemos esperar chegar. Vinte e três, vinte e quatro, vinte e cinco, vinte e seis e olhar."
00:14:32,"Cola atrás e se perguntar o que nós deixamos de fazer em vinte e dois para o Brasil se encontrar nessa situação. Eu tenho certeza que todos farão o melhor de si para que o Brasil continue nessa rota"
00:14:50,"Da prosperidade na roda da ordem e do progresso a todos vocês de Minas Gerais nessa segunda tem a minha lá hoje que é Juiz de Fora e vocês aqui de Divinópolis muito obrigado por essa oportunidade."
00:15:08,"Por esse carinho obrigado por esse calor obrigado por esse momento muito obrigado a todos vocês. Deixa eu aproveitar aqui por coincidência tenho preste atenção é muito importante o que eu vou falar."
00:15:27,"Estou brigando esse esse colega da imprensa vir pra cá. O que acabou de acontecer com o sinal da CBM. Lá na Niterói ele foi cortado pelo amigo Ortega amigo de Lula. Nós não queremos"
00:15:46,"E não faremos isso em nosso Brasil. Que nós respeitamos também a liberdade imprensa. Que pede muita gente. Ela tem exagerado e feito calúnias ao meu respeito. É verdade. A liberdade é o bem maior que o homem e a mulher pode ter. Porque sem liberdade"
00:16:06,"Ninguém pode fazer. Obrigado aqui. Muito obrigado a todos vocês. Amanhã estarei em São Paulo."
00:16:19,"Assim continua a minha redação pelo Brasil até o próximo dia dois de outubro. Muito obrigado Minas Gerais! Vamos pra cima de tudo!"
00:16:33,"Jair Bolsonaro"
