timecode,text
00:00:00,"assume a palavra aqui pro capitão que já quer falar."
00:00:18,"Viva esse momento ao"
00:00:23,"o nosso presidente Jair Bolsonaro! Alô, Brasil. Bom dia minha amiga de Minas Gerais"
00:00:43,"Bom dia Governador Valadares. esse é um comício não programado obrigado pela recepção, pelo carinho cores verde e amarela da nossa bandeira."
00:00:59,"O Brasil vai continuar no caminho do bem. um socorro, uma só raça, uma só bandeira. O que nós temos a oferecer a vocês? Trabalho, honestidade e respeito."
00:01:17,"A nossa política econômica está aí. Paulo Pires que atendeu o povo de maneira geral em qualquer taxa. Estamos terminando em posse e arrecadando mais. A economia é esse o recado."
00:01:35,"As outras também é importante ou mais defesa da família brasileira. Contra a liberação das drogas que o PT quer aprovar."
00:01:50,"contra a ideologia de gênero do PT Contra o aborto também que o PT quer aprovar. Viva! É vida! intransigente da propriedade privada"
00:02:10,"Pelo respeito a todos marca do nosso governo. é o governo de vocês elegeram em dois mil e dezoito."
00:02:21,"E dizer que de Juiz de Fora eu tenho a lembrança do meu renascimento em Jericó."
00:02:29,"Sou mineiro também uai."
00:02:42,"Eu sou o primeiro homem Vamos pra virada Minas já virou o bem vai derrotar o"
00:02:57,"Novamente É isso que eu tenho a oferecer a vocês. povo brasileiro."
00:03:06,"E o que é mais importante anos eu vinha falando liberdade pode ter certeza a reeleição. a essa nossa liberdade será respeitável"
00:03:26,"por todos aqui do Brasil. É isso? Muito obrigado a todos vocês. Brasil acima de tudo. Valeu capitão nosso presidente"
00:03:46,"Jair! Bolsonaro em Governador Valadares. capitão do povo. Vamos seguir o"
00:03:57,"Homem gente"
