timecode,text
00:00:00,"Boa noite, o Jornal da Record está no ar pra entrevistar os candidatos a presidência da república mais bem colocados nas pesquisas eleitorais. Hoje pela sequência aprovada pelas campanhas é a vez do presidente Jair Bolsonaro que concorre a reeleição pelo Partido Liberal."
00:00:18,"Essa entrevista tem transmissão simultânea no portal R7, no Play Plus e em todos os perfis das redes sociais da Record TV. A nossa conversa tem duração de quarenta minutos e o último minuto, o minuto final é reservado pras considerações finais."
00:00:34,"Presidente, muito obrigado por aceitar o convite da Record TV, uma boa noite ao senhor. Primeiro boa noite a todos, boa noite Eduardo, eu espero poder colaborar para que tenhamos uma boa entrevista, que o público também tenha uma informação verdadeira ao meu respeito."
00:00:50,"Eu agradeço por isso, o tempo da entrevista começa a contar a partir de agora. Eu gostaria de começar, presidente, tentando entender pra onde é que vão os preços dos combustíveis depois das eleições. As reduções subsequentes nas últimas semanas e meses foram comemoradas."
00:01:05,"Mas diferentes analistas, né? De dentro e de fora do governo afirmam com alguma categoria de que mesmo o senhor dizendo que não fez nada disso por canetada de que essas reduções terão um preço"
00:01:17,"Logo ali na frente. Então, a pergunta que eu lhe faço é, quem é que vai pagar por isso? É o consumidor que já vinha pagando, é o governo que vai precisar lidar com a perda de arrecadação dos estados ou vai ser a Petrobras? No passado?"
00:01:30,"A Petrobras era usada politicamente com canetadas pra diminuir o preço de combustíveis para que o presidente daquele momento tivesse ganho político na frente. Nós não fizemos isso. Logicamente quando a Petrobras aumentava seus preços eu me indignava. Tá? Como cidadão."
00:01:46,"O que que nós fizemos? Junto ao Parlamento brasileiro, primeiro nós botamos um teto no imposto estadual, ICMS. Tinha estado que cobrava 35% no preço do litro do combustível. Passou-se pra 17%. Nós abrimos mão dos impostos federais do diesel."
00:02:04,"Da gasolina, do álcool e já tínhamos aberto mão do gás lá atrás. Essa, não digo diminuição, essa... Zerar essa alíquota está mantido já no Orçamento, na peça prevista para o ano que vem.&nbsp;E detalhe, desde junho venho diminuindo o preço do combustível e nós estamos arrecadando muito mais."
00:02:24,"Deixo bem claro, a Petrobras sofreu essa política de redução de preço na base da canetada. Nós fizemos com o parlamento brasileiro. O endividamento da Petrobras ao longo de quatorze anos de PT"
00:02:36,"não só na base da canetada, por causa das canetadas, mas por causa de corrupção também chegou na casa dos R$ 900 bilhões. Isso dá pra você fazer sessenta vezes a transposição do rio São Francisco. Então se você se eu tivesse tomado uma medida de força"
00:02:53,"De canetada como dizem, pode ter certeza que o dólar iria lá pra cima. A bolsa sofreria também os seus revés. Fizemos exatamente como manda a legislação e como pode ser feito"
00:03:04,"Com a participação do Congresso Nacional, mas com a política de preços efetivamente o senhor não mexeu, o senhor não alterou, o senhor deve fazer isso? Pretende fazer isso? Olha, eu não posso fazer isso, a Petrobras é que faz isso através dos seus conselhos, seus diretores. Eu sempre quando indico um chefe de estatal, ele é o dono daquele pedaço."
00:03:22,"Então, junto juntamente com com"
00:03:24,"E e nos momentos de reduzir o"
00:03:27,"Preço combustível na refinaria que foi feito sim desde quando assumiu esse último presidente ele foi feito levando-se em conta a tal da PPI paridade de preço internacional e levando-se em conta o preço do barril de petróleo lá fora. Quando aumentava o petróleo lá fora diretorias"
00:03:43,"Anteriores aumentavam imediatamente o preço do petróleo. Você não tem, segundo a PPI, segundo o estatuto da empresa que aumentar imediatamente. E quando diminuir o preço do barril lá fora, não acompanhava aqui dentro. O novo diretor pegou o preço do petróleo na casa dos cento e oito dólares. Atualmente está em oitenta e dois dólares. Eu acho até que ele tem uma certa reserva"
00:04:03,"Né? Uma certa gordura pode diminuir mais esse preço ainda."
00:04:06,"Ou seja, esse novo presidente segue o estatuto"
00:04:10,"e sempre dá um prazo pra ver se aquele aumento daquele dia não foi algo anormal. Então essa é a nova política da Petrobras que está sendo muito bem conduzida pelo Caio. O senhor me faz lembrar que durante a escalada de preços o senhor falou algumas vezes sobre a privatização. Sim. Da Petrobras. Eu queria saber se num eventual novo mandato o senhor volta a discutir isso ou não? A Petrobras é uma"
00:04:30,"Né? Nós temos muitas estatais no Brasil. A Petrobras foi um local onde o PT Lula e Dilma usaram pra votar apadrinhados e botar corruptos lá dentro. Tá? Então essas pessoas afundaram a Petrobras. Quase quebraram a Petrobras. Onde se podia imaginar no mundo você quebrar uma estatal"
00:04:49,"Petrolífera. Então, quando você privatiza alguma coisa, a vantagem que você tem é que"
00:04:53,"Quem tiver, quem for te suceder, não vai fazer o uso político daquela empresa. Então, a vontade de privatizar é em parte minha sim, existe à vontade e existe em parte por por parte da população brasileira. Mas nós sabemos da dificuldade de uma Petrobras e a nossa"
00:05:13,"Missão principal é sanear suas dívidas, estamos fazendo muito bem, evitamos o loteamento político da empresa, cê deve se lembrar por ocasião do Petrolão, cada partido indicava um diretor da estatal, partido indicava também as pessoas pra comporem os conselhos."
