timecode,text
00:00:00,"Boa tarde a todos. Estou recebendo duas lideranças regionais aqui. Agripino Maia, do Rio Grande do Norte, e Arthur Virgílio, do Amazonas. Ambos tem a vida politica bastante extensa e conhecida em defesa de seus estados e também do Brasil. Vêm prestar apoio à nossa reeleição."
00:00:18,"Porque nós não queremos a volta ao passado e o Brasil viveu entre dois mil e três em dois mil e quinze."
00:00:36,"onde o Brasil passou por uma recessão, no final do governo Dilma uma recessão. E todos sabem passamos por uma pandemia e agora o Brasil na economia está saindo muito bem."
00:00:56,"por parte do governo federal várias ações no Brasil todo o Brasil"
00:01:05,"Segura mais um país no futuro, um país do presente. Então essa vinda, dessas duas lideranças são muito bem-vindas e eu agradeço e é um tom de pacificação e união nacional. É gente, liderança política."
00:01:22,"De todas as vinte e sete unidades da federação. Obviamente isso é bom para o Brasil. Porque tudo cada vez mais se mostra pacificado. Tenho dito que o perfil da Câmara do Senado direito concentro inteiro."
00:01:41,"E nós temos uma um caminho bastante grandevamos dizer asfaltado pra que as propostas se interessem ao Brasil como um todo. Sejam aprovadas com mais agilidade. E realmente"
00:01:59,"A consequência disso é dias melhores pra todos nós. A gente afasta as propostas do outro candidato que o tempo todo fala em controlar a mídia. Conosco não existe essa conversa. É liberdade total a imprensa"
00:02:16,"É respeito a família brasileira, é respeito a propriedade privada é o mínimo impecável ou seja o Brasil é o grande país que tem cada vez mais por culpa do seu lugar destaque em todo mundo."
00:02:34,"Chegaram aqui me deixa muito feliz e cada dia mais confiante numa reeleição para o bem de todos bom dia pessoal."
00:02:53,"De que o lado bom e agressor apoiado por Lula. E as pessoas boas todas isso aqui é uma"
00:03:11,"Que é o nome apoia Bolsonaro. Eu não sou de me omitir e não estou também de angular votos. Quanto"
00:03:31,"Amazonas"
00:03:51,"É melhor. E é o que passa pela minha cabeça. Depois de muita dedicação. Já tive como presidente. E já tive as novidades com o presidente Lula. Eh mas"
00:04:10,"Nenhumidade pra mim saber o que se faz. Ontem por exemplo no debate Lula disse uma coisa que pra mim foi mortal. Ele não quer a campanha desse país ele existe e é contra a porque ele é contra a privatização da Petrobras"
00:04:30,"Alguém me diz uma coisa dessa num país que é capitalista não adianta a gente brincar de desperdício agora é capitalista é porque esse estado"
00:04:42,"Ou na boa fé errando e sendo pouco inteligente ou na má fé dizendo como é que eu vou privatizar a Petrobras se a Petrobras é minha. É um é uma uma fonte de lucro pra quem por ventura seja corrupta. É um pouco isso. É assim que eu vi. Então vim"
00:05:01,"dizer que meu voto é Bolsonaro voto nele voto nele e voto muito"
00:05:16,"Sabendo que Deus tem muito mais semelhança comigo do que Lula é. Ele está atrasado. Antes da virada da primeira metade do século passado ele está no tempo que se falava que o petróleo é nosso."
00:05:34,"e eu estou falando aqui a Petrobras tem que ser privatizada e nós temos que realmente apressar a retirada da supersal que vem saindo diretamente, precisamente porque toda a o monopólio da Petrobras"
