timecode,text
00:00:00,"São capturadas pelo partido. E se vem aliadas a ele. E aqui no Brasil jogam pesado também. E a conhecida aqui ideologia de gênero, onde tem criança, e não são poucas, de sete, oito, nove, dez anos."
00:00:16,"Meninos não sabem se são meninas ou meninos e o contrário. É uma coisa terrível na educação brasileira."
00:00:33,"A"
00:00:52,"Luiz Inácio Lula de Selva. Lula e ou falou"
00:01:09,"deixou"
00:01:28,"Venezuela, Argentina, Chile"
00:01:47,"Faz de língua Lua"
00:01:58,"deixou"
00:02:18,"E a notícia do seu Gobite uma satisfação falar com vocês, estou à disposição."
00:02:35,"Sou Warren Beginon que"
00:02:55,"Aconteceu a mesma coisa em 2018. As pesquisas são compradas. E elas tem o poder de influenciar na votação. Acredito que uns três, quatro por cento da população tende a votar"
00:03:15,"Eh no candidato que está ganhando. Isso aconteceu no Brasil."
00:03:21,"não"
00:03:41,"Primeiramente eu vejo a preocupação dos Estados Unidos com a Venezuela. já levei a governos aí americano E o Brasil é muito maior do que a Venezuela. não podemos"
00:03:59,"entrar nesse grupo da Venezuela que agora também já entrou na Argentina, Chile, Colômbia e já está Nicarágua. Brasil é o país mais importante da América do Sul, se ele sucumbir, acabou a América do Sul. Quem é Lula?"
00:04:19,"É um corrupto. E deixou um rastro enorme corrupção no Brasil. Você vê, só nos fundos de pensões, o deixado de rombo"
00:04:37,"São R$ 45 bilhões, em torno de US$ 9 bilhões. Na Petrobras como um todo endividamento da mesa no período do PT Lula e Dilma."
00:04:53,"O endividamento chegou na casa dos cento e setenta bilhões de dólares Isso é desvios superfaturadas. Outras compras realizadas na chegada, obras começadas não concluídas."
00:05:08,"Ou seja, aqui é um pequeno retrato do que é, do que foi o governo do PT aqui no Brasil. Eles têm muito dinheiro, muito dinheiro fora do Brasil, tendo em vista as suas negociações com o fundo de pensão inclusive."
00:05:24,"E eles tem esse poder econômico enorme que eles botam eh a serviço da candidatura do Lula. E também eles são uma máquina de mentiras,"
00:05:38,"o próprio Lula revelou há poucos dias político do Brasil tem que mentir. mentira voa e a verdade engatinha. Então para chegar ao poder vale tudo. até mudar da boca pra fora pelo menos"
00:05:58,"Velhas posições eh do partido o aborto, ideologia de gênero e família."
00:06:06,"Então a a reeleição dele tem que ser evitada. com as armas da democracia que é mais difícil você lutar com essas armas mas estamos jogando como eu chamo aqui"
00:06:18,"dentro das quatro linhas da nossa Constituição. e eles me acusam do que eles foram ou do que pretendem ser. Me acusa ditador, de homofóbico, racista, né? De não gostar de de negros,"
00:06:37,"De jogar contra tudo que acontece pela frente além da calúnia. Já me acusaram aqui de canibal fascista. de pedófilo coisa, tudo vale pra eles."
00:06:55,"Pra me atacar. Repito, fizeram parecido em dois mil e dezoito eh ganhamos, estão agora fazendo Com muito mais força em dois mil e vinte e dois."
00:07:21,"Falei, eu questiono as eleições há muito tempo. nosso sistema eleitoral não é o mesmo"
00:07:40,"Em nenhum país do mundo que tem uma economia razoável. Temos notícia que dois pequenos outros países que usam o sistema nosso aqui. da própria Venezuela. e esse questionamento vem num crescente com mais gente também duvidando."
00:07:58,"E nós lutamos há muito tempo um modelo transparente eleitoral. Não tivemos força pra isso. né? Temos umas eleições pela frente nos traz uma uma certa confiança"
00:08:15,"É que as Forças Armadas foram convidadas integrar uma comissão de transparência eleitoral. E elas têm feito um papel atuante e muito bom nesse sentido. Contudo"
00:08:29,"Eles me dizem que é impossível eh dar um selo de credibilidade eh tendo em vista ainda as muitas vulnerabilidades que o sistema eh apresenta. fitness."
00:08:44,"E o Tribunal Superior Eleitoral aqui no Brasil Isso. Eh dos seus sete integrantes, né? Três são do Tribunal Federal. eh que são pessoas indicadas lá atrás, né?"
00:09:00,"por partidos políticos Então indo aquela pergunta tua eh primeiro o Lula estava preso. E a segunda? Condenado cumprindo pena de prisão daí uma turma do Supremo Tribunal Federal ou melhor o Supremo Tribunal Federal como um todo"
00:09:19,"resolveu reinterpretar a gente chama de prisão em segunda instância. No Brasil são quatro instâncias e estava deferido pelo próprio Supremo quem fosse condenado em segunda instância poderia continuar recorrendo mas continuaria preso. O Supremo resolveu por maioria"
00:09:39,"Eh dizer que só pode ser preso na última instância. Assim o Lula foi posto em liberdade. mas depois tínhamos uma lei aqui chamada Lei da Ficha Limpa"
00:09:53,"Que só poderia concorrer a qualquer cargo eletivo condenado no máximo em primeira instância. e o Lula estava condenado em terceira instância, não poderia concorrer então"
00:10:06,"Eh as eleições um um ministro indicado por Lula, o senhor Edson Fachin eh resolveu encontrar nulidade no processo"
00:10:20,"de corrupção qual ele já havia sendo condenado em terceira instância e por unanimidade em todas as instâncias. ele simplesmente falou que Lula deveria ser julgado em Brasília e não como foi em Curitiba. locais diferentes. E daí então ele"
00:10:40,"anulou as condenações, ele não absolveu Lula, o processo voltou para a primeira instância. bem a Lei da Ficha Limpa não alcança quem está sendo julgado ou condenado em primeira instância, assim sendo o Lula da Silva conseguiu"
00:11:00,"Direito de disputar as eleições. Obviamente por um casuísmo é de um ministro do supremo indicado pelo PT eh no passado."
00:11:11,"O"
00:11:31,"e coisa. as então é"
00:11:51,"ou"
00:12:11,"para"
00:12:39,"ah"
00:12:56,"Eles não contavam com a descoberta de"
00:13:08,"Corrupção muito grande em seu governo. Que foi descoberto por acaso. aqui no Brasil ficou conhecido como operação Lava Jato. muito recurso desviado. Muito como disse apenas."
00:13:25,"for de pensões em torno de oito, nove bilhões de dólares. Petrobras, cento e setenta bilhões de dólares. é BNDES. Algo parecido na casa dos oitenta bilhões de dólares. econômica eh federal, em torno de nove bilhões de dólares."
00:13:45,"caixa é uma coisa, o fundo de pensão da Caixa é outra. Então é passa a casa dos quinhentos bilhões de dólares eh o desviado eh pelo governo Lula na gestão dele e Dilma Rousseff. Isso foi muito forte no Brasil e acabou em dois mil e dezesseis"
00:14:05,"No meio do segundo mandato de Dilma Rousseff O processo de impedimento com uma votação aqui em aberto pra essas questões, não é secreta. No final"
00:14:21,"A Dilma foi cassada. e mais um casuísmo aconteceu, né? A pessoa caçada no Brasil fica oito anos inelegível."
00:14:33,"O o outro ministro do Supremo Tribunal Federal que conduziu o processo no Senado Federal fez um acordo com os senadores e tornou e deixou Dilma elegível. é ótimo. Eu dei um voto muito contundente"
00:14:52,"Por ocasião da votação da Dilma Rousseff já tinha uma certa notoriedade no Brasil e fiquei mais conhecido ainda. Obviamente a imprensa bateu muito em mim aqui. Mas eu fiquei mais conhecido ainda e já tinha decidido disputar as eleições eh em dois mil e dezoito."
00:15:10,"Tentaram me assassinar dia seis de setembro eh não tiveram sucesso. aí entra as eleições eu acredito que tenha ganho no primeiro turno às eleições de dois mil e dezoito fomos para o segundo turno"
