timecode,text
00:00:00,"As famílias da região dignidade Bolsonaro tem Deus no coração."
00:00:14,"Agora você pode se cadastrar para ser um fiscal oficial do Bolsonaro no dia da eleição. Do início da votação até a hora de abrir as urnas da sua cidade,"
00:00:31,"você será os olhos e o coração do presidente na sua sessão eleitoral. Contamos com você nessa missão pelo bem do Brasil. Acesse fiscais do Bolsonaro ponto com ponto BR e faça seu cadastro na plataforma oficial do PL. Mais que fiscal do presidente. Precisamos de você pra ser um fiscal do Brasil."
00:00:51,"Censura não. Censura não. Não a censura. Censura não. Censura não. Censura."
00:00:59,"Censura não. Eu voto pela liberdade. Eu voto pela liberdade do Brasil. Pela liberdade. A gente vota pela liberdade. Eu voto pela liberdade. Eu voto pela liberdade. Eu voto pela liberdade. Eu voto vinte e dois. Vinte e dois. Eu voto vinte e dois. Eu voto vinte e dois. Eu voto vinte e dois. eu voto vinte."
00:01:17,"Olá, bom dia quem já estava conosco e a quem está voltando e a quem está chegando, seguimos aqui com a super live, essa maratona que vem desde ontem, final de tarde, começou com o presidente da república Jair Bolsonaro, várias pessoas de peso, muitos ministros, enfim, pessoas como cidadãos"
00:01:37,"conscientes que estão nesse nesse momento buscando mais votos pra que o Brasil continue seu caminho de prosperidade, seu caminho de desenvolvimento, de defesa da família, de defesa da vida, eh preocupado com o respeito as leis, com o respeito a constituição e especialmente preocupado com os risco"
00:01:57,"Que o Brasil corre, já estamos tendo um prenúncio disso via judiciário eh se enfim eh a gente não conseguir chamar"
00:02:06,"as pessoas pra essa responsabilidade. Eu divido esse momento aqui da que é a é o momento mulheres com Bolsonaro e somos muitas, né? Somos milhões de brasileiras conscientes que não caímos em ladainha, nem em narrativas e pelo contrário, ajudamos outras mulheres a entender o quanto esse governo fez a favor das mulheres ao"
00:02:26,"de outros que apenas falaram e nada fizeram. Estamos aqui eu, a Bela, a Sula Miranda e também Alana Romani do movimento Escolas Abertas, que é a nossa convidada. Agora a Bárbara continua conosco online. Te atualizei, já vai voltar aqui falar conosco, mas a gente vai dar primeiro a voz pra Lana se apresentar, explicar"
00:02:46,"eh o trabalho dela, ela é uma mãe com o Bolsonaro, mães estiveram na frente da luta aí contra passaporte vacinal, a favor de escolas abertas e ela encabeçou isso também de forma brilhante e se apresenta mais pra nós. Brigada Cristina, bom dia a todos vocês. Bom dia. Tudo bem?"
00:03:06,"Rapidamente esqueci de um recado muito importante. Assistam essa pelo canal do presidente Jair Bolsonaro. Infelizmente tem muitas pessoas aí compartilhando a roubando audiência. Isso não é bom."
00:03:20,"Para a a estatística, a gente precisa mostrar a força do presidente Bolsonaro, acessem pelo canal do presidente Bolsonaro. Brigada. Brigada a vocês pelo espaço. Falar um pouquinho do movimento. Eu sou fundadora do movimento escolas abertas, é um movimento que nasceu na pandemia."
00:03:37,"Né? Em novembro de dois mil e vinte, onde a gente vivia o absurdo onde tudo tava aberto com protocolos, né? A gente tinha boteco aberto, buffet infantil aberto e escolas fechadas, né? Foi quando então nós mães, né? Um grupo pequeno de mães se reuniu e viu que a gente precisava."
00:03:55,"Ahm fazer alguma coisa e e foi quando então a gente entendeu o que tava acontecendo. A gente foi pra cima do Governo e do e da Prefeitura aqui em São Paulo, quando a gente descobriu que havia um acordo entre o sindicato dos professores"
00:04:11,"E os as prefeituras do Brasil pra não abertura das escolas até dois mil e vinte e dois. Né? Então é como se a gente tivesse que voltar as escolas."
