timecode,text
00:00:00,"Nós temos a certeza da nossa reeleição. Tocantins terá uma uma linha direta com o Governo Federal. E muitas outras pautas nos"
00:00:13,"Nossa promoção que nosso respeito com a família. Nosso compromisso com o Brasil melhor, com o livre mercado, e pelo respeito de todos pela nossa liberdade."
00:00:28,"Eu agradeço a presença do apoio do Wanderlei nesse momento que estamos partindo para decidir qual Brasil nós temos pra nós. Aquilo do passado, com corrupção, o que é isso"
00:00:45,"muito voltado a ditaduras, em especial aqui da América do Sul, onde a propriedade privada não era respeitada por parte do MST. Agora tudo está mudando está mudando a normalidade um país onde o BNDES emprestava dinheiro pra ditaduras ou pra"
00:01:05,"Pra dentro ou seja é um país realmente que mesmo com os problemas, né? Nós tivemos, lamentamos as mortes, problemas econômicos, problema da pandemia, uma guerra lá fora, o país que está dando exemplo para o povo de como sair dessa ação econômica crítica"
00:01:25,"Vamos ver o país que tem um trabalho todo especial de verdade para os mais necessitados, as pessoas mais pobres do Brasil passaram a ter um um projeto social verdadeiro e justo para com eles."
00:01:42,"Como o auxílio Brasil seiscentos reais de forma definitiva. Trabalhamos também na questão dos combustíveis, preço lá embaixo, uma das gasolinas mais baratas do mundo. Ou seja o caminho está pavimentado. Somando-se a uma câmara no senado que foi para a centro-direita."
00:02:01,"Aqui em cima cada uma das vinte e sete unidades da federação a grande maioria estado do nosso lado temos certeza né? Se essa for a vontade de Deus nós atingiremos a reeleição para o bem de todos nós. Passo a palavra aqui ao nosso governador."
00:02:19,"Presidente nós viemos no Tocantins acompanhado de deputados federais eleitos, estaduais da mesma forma para hipotecar o apoio dos tocantinenses daqueles que nos acompanharem seguramente nessa nossa jornada daqui até dia trinta"
00:02:37,"Nós compreendemos a importância do agro, as políticas promovida pelo senhor deu certo para alavancar a nossa economia, o Tocantins é um estado que tem esse potencial, cresceu muito nos últimos anos"
00:02:50,"Tanto no bairro quanto o turismo e outras vertentes. Então nós queremos agradecer por essa com essa ideia, com esse pensamento firme de ajudá-lo a ser reeleito para o bem do Brasil e para o bem do Tocantins. Então nós estamos à disposição do senhor pra que a gente possa trabalhar junto."
00:03:09,"Para um Tocantins melhor mas para um Brasil muito mais forte, um Brasil próspero, um Brasil que vai alavancar a sua economia cada vez mais. Então Tocantins Hipoteca através da nossa representatividade e o apoio ao senhor nesse momento."
