timecode,text
00:09:34,"Fique à vontade. Meu freguês. É. Temos algumas péssimas recordações como aquele Vasco três, né? Vasco quatro, Palmeiras três. Mas faz parte, o esporte é isso. Imagina o seu time ganha todos os campeonatos. Não tem graça, tá? Assim como torço pro Vasco subir."
00:09:51,"Eu quero ver um Flamengo e Vasco na primeira divisão, como torci pro Cruzeiro também, subir, né? Isso é bom pro futebol, é bom pro esporte, é essa rivalidade realmente nos movimenta nos fins de semana, é a parte da alegria, do esporte, confraternização"
00:10:09,"Alguma sacanagem em cima do outro que sempre tem que haver, né? Essa bacana."
00:10:14,"Eh como eu lembro daquele jogo que o Flamengo perdeu pra não sei quem e um tal de Alves fez o gol né? Elvis não morreu está vendo? A gente fica torcendo pra não ser o cara do nome estranho né Paulo? É. Nós tomou o gol de Marciano já na Copa do Brasil. Então tem isso tudo que não movimenta, não traz alegria."
00:10:32,"Eh que é peculiar da nossa população. E como você disse nosso querido aí porco, palmeirense. Palmeiras. É um dia decisivo pro próximo dia trinta. Porque não é apenas um um cara que vai chegar lá. É todo um time que ele vai pra lá. Você não pode falar que aquele técnico"
00:10:51,"Eh vai fazer um um bom jogo com péssimos atletas em campo. Então veja quem são os atletas do Lula e quem são os atletas do Bolsonaro precisa saber se seu time tem chance de prosseguir no campeonato ou será rebaixado eh e as consequências são"
00:11:10,"Danosa, né? Não no futebol porque se eu for rebaixado agora o Palmeiras já foi acho que duas, duas vezes, recuperou, Vasco aqui eu sou o único que não foi ainda. Mas vai um dia. Teve umas ajudas no meio do campeonato aí também. Mas tem sucesso de rebaixamento na política. Você está vendo aqui a Venezuela foi rebaixada. Não volta mais."
00:11:29,"Argentina, quarenta por cento do seu povo tá na linha da miséria, o Chile no mesmo caminho. A Colômbia também, ontem vimos manifestações na Colômbia e o cara que assumiu tem três meses. E qual é a bronca deles? Foram as ruas falar pela"
00:11:46,"Pelo respeito a propriedade privada, pessoal começou a invadir terras, né? Eh imóveis urbanos também e daí a gente fala ó, agora é tarde, não foram votar, né? Resolveram ficar em casa, fica em casa que a política a gente vê depois, tão vendo as consequências sem falar na Nicarágua."
00:12:05,"Então exemplos estão aí só pra falar aqui das nossas Américas, né? Pra onde tão indo esses países. Eu sou a melhor cara do mundo, longe. Tem milhares de pessoas melhor do que o pobrema. Hoje em dia é eu ou o cara. Não tem alternativa. E você dá pra ver o que o meu time fez ao longo de três anos e meio, com dois anos de pandemia"
00:12:24,"Com uma crise ideológica muito grande, com uma guerra lá fora e que o outro time fez por quatorze anos no Brasil. Temos muito a falar sobre isso aí. Ó, e eu queria puxar duas questões, uma de mídia alternativa, porque desdo desde dois mil e dezoito, começo de dois mil e dezoito, eu percebo que você utiliza das dos meios alternativos de comunicação."
00:12:43,"Então, você não utilizou somente, posso chamar de você, inclusive, a vantagem? Televisão. Eu vejo que você tem as comunicações com o YouTube, comunicações direta com seu com o seu grupo do Telegram, que seria o canal do Telegram."
00:12:55,"e hoje eh é histórico pra gente tá de frente ao Presidente da República justamente porque é um movimento muito novo. Então como que você enxerga essa forma alternativa se eu não me engano ontem também alguns você abriu uma possibilidade, né? De alguns canais entrarem em contato, como que você vê isso perante a uma possibilidade de censura com esse erro"
00:13:15,"Meio alternativo. Cê tem que ver um pouquinho de história. Quem eu era? Né? Até dois mil e dezoito. Era um deputado, baixo clero. Era um jogador num time da segunda divisão, tá? Que foi ser campeão da série A. E como nós chegamos a"
00:13:32,"Via uma novidade mídia alternativa. Quem foi meu marqueteiro? Carlos Bolsonaro. Né? Onde ele desfazia os programas, nossas lives. Eh pegou o que eu fiz ao longo de de vinte e oito anos como deputado, minha vice capitão do Exército quinze anos. Né? Eh mostrando aquilo que eu tinha uma linha desde o começo."
00:13:52,"Eu num nunca mudei de lado por uma questão de conveniência, tá? Mantive a minha linha e o povo acreditou em mim. Usei uma passagem bíblica, né? Eu sou católico, minha esposa é evangélica."
00:14:08,"E usei um um versículo bíblico e conhecerei e conhecereis a verdade e a verdade vos libertará. A verdade é a a verdade é a liberdade e a verdade dói. Muitas vezes você vê um colega que está situação complicado e você quer ajudar mas não tem coragem de falar a verdade pra ele."
00:14:26,"Essa é a pior coisa que pode existir. E eu lembro usando essa passagem do João trinta e dois quantas vezes nego chegar pra mim e falar oh falando a verdade tu não vai chegar a lugar nenhum você tem que mentir cara. Falar que vai criar dez milhões de emprego. Cinquenta milhões de casa populares. Vou triplicar o salário mínimo. Ganha barata."
