timecode,text
00:00:00,"Estamos de volta. O presidente Jair Bolsonaro, candidato a reeleição pelo PL esteve hoje em Santa Catarina. Ele participou de um encontro com apoiadores em Balneário Camboriú no litoral norte. Incluindo o candidato ao governo do estado pelo partido Jorginho Melo, o senador eleito Jorge Safe Júnior, o prefeito da cidade, o Fabrício"
00:00:20,"Oliveira, recém filiado ao PL e também o empresário Luciano Hang. Deputados federais, estaduais eleitos também participaram do evento que começou por volta das onze horas da manhã."
00:00:31,"E durante a visita ao nosso estado Jair Bolsonaro concedeu uma entrevista exclusiva ao grupo ND. A jornalista Márcia Dutra questionou o candidato a reeleição sobre o investimento de recursos federais em Santa Catarina, principalmente em saúde e infraestrutura. E também o cenário econômico do país e a"
00:00:51,"Expectativa para o segundo turno."
00:00:53,"Presidente, muito bem-vindo a Santa Catarina. Muito obrigado. Muito obrigado por ter aceitado o nosso convite. O senhor em dois mil e dezoito alcançou sessenta e cinco por cento eh do eleitorado num primeiro turno aqui em Santa Catarina. Agora o senhor teve sessenta e dois por cento do eleitorado apostando no senhor nesse primeiro turno. E agora pra esse segundo"
00:01:13,"No túnel, que expectativa o senhor tem? As melhores possíveis, apesar de saber das dificuldades, sei com quem estou concorrendo, sei do que o outro lado é capaz de fazer, mas acredita em Deus."
00:01:30,"E acredita no bom senso da população brasileira. O senhor fala num cenário muito positivo, né? De deflação, de PIB alto, de queda no desemprego, mas a gente percebe aumento do custo de vida e a gente percebe aumento dos alimentos. Como resolver essa matemática? Primeiro um pouco de história."
00:01:49,"Durante a pandemia valeu a máxima no mundo todo. Fica em casa que a economia a gente vê depois. Eu fui contra isso. Eu sempre falei. Vamos cuidar dos idosos daqueles que tem comorbidade mas vamos também combater o desemprego."
00:02:08,"Não fui feliz nessa proposta e a inflação, a alta dos alimentos e de outros produtos chegaram forte no mundo todo. O Brasil foi no país que melhor se comportou no quesito pandemia, bem como no quesito economia ao longo desse tempo todo."
00:02:28,"Pandemia, nós compramos 500 milhões de doses de vacina para todos os brasileiros. Todos que quiseram tomar a vacina, tomar. No quesito economia, onde o mundo começou a mergulhar no desemprego também, nós mantivemos a taxa de emprego no Brasil."
00:02:45,"2020 e 2021, inclusive, nós criamos no Brasil quase mais 3 milhões de empregos. Para os mais humildes, nós criamos o auxílio emergencial. E agora, mesmo depois da guerra da Ucrânia, onde o mundo todo sofreu com uma alta vertiginosa de combustíveis."
00:03:03,"nós conseguimos junto ao Parlamento brasileiro reduzir os impostos estaduais dos combustíveis e zerar os impostos federais dos combustíveis também. Estamos entrando no quarto mês com deflação."
00:03:18,"Ou seja, os alimentos, que estavam lá em cima, já caíram bastante de preço. Estão chegando aos níveis pré-pandemia. Ou seja, o Brasil é um país que é exemplo para o mundo em economia. Aqui em Santa Catarina se repete a polaridade do cenário nacional."
00:03:35,"Temos pelo PL o candidato Jorginho Melo, pelo PT, o candidato Décio Lima disputando o segundo turno das eleições pro governo aqui de Santa Catarina. Qual é a expectativa que o senhor tem pra um possível governo de Jorginho Melo? Olha, eu conheço Jorginho Melo há algum tempo."
00:03:51,"Ele foi o autor do Pronampe, que segurou aproximadamente 11 milhões de emprego no Brasil. Ou seja, é um Senador bastante ativo, que se preocupa não só com o seu Estado, bem como para todo o Brasil. Creio que essa experiência dele"
00:04:07,"Dele, essa afinidade e aproximação do Presidente da República o fará governador de Santa Catarina. Se presente outro dia eu tive até uma invejinha do estado do Paraná quando eu vi o governador reeleito Ratinho falando que o seu governo é o governo que mais investe naquele estado nos últimos trinta anos."
00:04:26,"Isso não acontece aqui em Santa Catarina, por quê? Nós temos aproximadamente R$ 1,2 bilhão em investimento de infraestrutura. O orçamento do Governo Federal é bastante pequeno. Se você ver o orçamento do Infra, né? Infraestrutura."
00:04:43,"do ministro Tarcísio para todo o Brasil está na casa dos R$ 8 bilhões. Se ocê botar um e oitocentos de Santa Catarina é o estado que tá sendo bastante beneficiado no tocante a isso. Mas também estamos investindo, como na BR-470, que não tinha nada duplicado e já temos 50 km duplicado."
00:05:02,"Há poucos a poucas poucos meses eu fui duramente criticado porque nós havíamos contingenciado trinta milhões de reais para rodovias aqui no estado de Santa Catarina."
00:05:14,"No Diário Oficial, no Diário Oficial da União de hoje esse recurso foi descontingenciado. O contingenciamento é uma obrigação minha jamais em época de campanha especial alguém vai cortar orçamento de nenhum lugar. O a oposição aproveita disso pra nos criticar."
00:05:31,"Nós fazemos o possível por Santa Catarina, sabemos que o estado próspero é um estado que cuja a população, a sua maioria, apoia o nosso governo. Fazemos o nosso limite. E eu gostaria de ter um orçamento mais folgado. Com toda a certeza atenderia melhor"
00:05:49,"Não só Santa Catarina, bem como todo o Brasil. Mas agora, por exemplo, o Governo do Estado teve, conseguiu aprovação da Assembleia Legislativa pra dar dinheiro do Governo do Estado pra obras, inclusive pra BR quatrocentos e setenta. Depois o senador tentou aprovar uma emenda na LDO pra que esse dinheiro ficasse como débito da dívida de Santa Catarina."
00:06:08,"Com o Governo Federal e o senhor vetou isso, por quê? Não, não houve esse veto. Olha só, olha como o governo é bom. Quando o governo tem recurso estadual, é sinal que ele tá sendo bem atendido também pelo Governo Federal. Durante a pandemia, dois anos."
00:06:23,"Nós repassamos muito muitos recursos para todos os estados e municípios. Tanto é que cê não viu atraso na folha de pagamento de nenhum Governo Estadual, bem como, nenhum Prefeito tem dinheiro em caixa, muitos, quase todos"
00:06:37,"Está sobrando, eles podem repassar esse recurso e desconheço qualquer veto da minha parte. Caixa seja reeleito, o que que o senhor gostaria de fazer por Santa Catarina pra devolver todo esse carinho que o eleitor de Santa Catarina tem demonstrado? Olha, você o que a população vê muitas vezes é em obras."
00:06:53,"Eu tenho o orçamento limitado, eu sou o primeiro presidente da república que tem um teto de gasto, eu não posso mesmo arrecadando mais, eu não posso simplesmente falar que vou gastar mais. Então, temos esse problema com jogo a bola para o parlamento brasileiro. Se eles quiserem mexer na lei do teto,"
00:07:12,"Isso é de responsabilidade total deles. E quando se fala em emenda à Constituição, isso não passa pelo Poder Executivo. Então, temos esse impasse pela frente. Agora, eu peço sempre aos políticos, em especial aos mais antigos que sabem e conhecem as a legislação em Brasília, conhece a emenda do teto de gasto"
00:07:31,"Conhece a Lei de Responsabilidade Fiscal, que não façam proposta nesse sentido botando o governo na parede. Eu gostaria de sancionar tudo que vinha o que viesse do parlamento. Mas não posso fazer isso, caso contrário seria um irresponsável."
