timecode,text
00:00:00,"Bom dia, Guarulhos. que satisfação cada vez mais ver o nosso povo de verde e amarelo."
00:00:13,"Não tem preço em momentos como esse em qualquer lugar do Brasil. todos vocês aqui são importantes. mas me permita o nome de algumas pessoas."
00:00:30,"Que aparecem na nossa vida fazem a diferença. primeiro eu quero cumprimentar e pedir uma salva de palmas pro nosso padre"
00:00:43,"um líder religioso Quer aparecer do nada fez a diferença em debate. obrigado por existir."
00:01:03,"Eu chamo de padre que caiu no céu. Muito obrigado Jonas. aqui também o nosso prefeito Duti. olha história com ele não é de agora."
00:01:21,"Começou há muito tempo relicitação da rodovia Presidente Dutra onde os interesses mais variados apareceram. eles achavam que ia continuar fazendo a mesma coisa, além das quatro praças de pedágio, tá aqui ao rio"
00:01:41,"Que mais uma e uma outra aqui em Guarulhos entramos em contato, o Guti ligou pra gente e falei, eu preciso"
00:01:52,"Não tem mais graça de verdade não. É o que tem. ao se interessar e não ter uma praça de pedágio aqui. E melhor ainda licitação resolvemos não prorrogar o contrato."
00:02:10,"Resolvemos abrir uma nova licitação, conduzida pelo Tarcísio. Consequência: o pedágio caiu em torno de 20% e meus amigos motociclistas passaram a não pagar mais pagar pedágio."
00:02:26,"Tudo interessa que realmente pensa no seu povo. Obrigado Guti pela sua observação no passado. Nos ajudou a fazer uma nova boa licitação da rodovia Presidente Lula. Muito obrigado."
00:02:46,"Também tem vários colegas aqui eu não quero citar nome porque se eu esquecer de alguém vão ficar em cima vai ter aqui um velho colega de parlamento o martelo que agora é vereador aqui mas foi meu colega lá atrás"
00:03:04,"lá atrás de parlamentares temos outras pessoas importantes aqui Gilberto Nascimento turma, entre outros. Mas também uma pessoa que é meu colega de academia militar da Agulhas Negras"
00:03:23,"Passou de concurso pra Câmara dos Deputados depois de fazer o e foi ser meu ministro em Brasília, o Tarcísio de Freitas. mostrou ao longo de três anos a sua capacidade de gestão"
00:03:42,"com menos dinheiro poder fazer mais. Obviamente tendo responsabilidade produz mais. E o Tarcísio para o Brasil. E daí conversa com ele atrás decidimos muita conversa"
00:04:02,"Ele vir disputar o governo pelo estado de São Paulo. havia obviamente uma grande interrogação. Mas ele sabia, eu na frente dele o potencial. Hoje está no segundo turno"
00:04:20,"Para o governo do estado de São Paulo. tem recebido apoio de várias lideranças do estado. Está bem posicionado segundo o nosso Data Povo para ganhar as eleições daqui a doze também."
00:04:38,"Tenho certeza e ele fará uma grande gestão pelo seu estado de São Paulo."
00:04:47,"Até porque das especialidades dele é concluir uma obra o Tarcísio, tenho certeza com a graça de Deus pra um grande governador pra todos não. Muito obrigado Tarcisio por aceitar esse desafio."
00:05:05,"Praia São Paulo ganha o nosso Brasil. vocês me conhecem, tenho 28 anos de vida parlamentar, 15 de Exército brasileiro e disputo uma reeleição."
00:05:22,"Vocês sabem que nós possamos ao longo desses três anos e dez meses desafios, vencemos obstáculos, o Brasil quase quebrou nossa economia com a política do Fique em Casa. atendemos a todos"
00:05:40,"os mais pobres com o auxílio emergencial. A classe que emprega no Brasil em bares e restaurantes, conseguimos manter o emprego de todo mundo. E o Brasil está sendo exemplo para o mundo na questão econômica. O terceiro mês consecutivo de deflação."
00:05:59,"Uma gasolina quem diria lá embaixo atendimento aos mais pobres, aos mais respeitados com o auxílio Brasil. Bem diferente do bolso da família. O auxílio que realmente é algo que ajuda aos mais pobres passar o deles."
