timecode,text
00:02:50,"Boa tarde é uma satisfação onde aqui cheguei com dezessete anos de idade. Foi muito bem acolhido por esse povo. Aqui"
00:03:07,"Eu fiquei por quinze anos no Exército Brasileiro. Dois anos na Câmara Municipal do Rio em vinte e oito anos de deputada federal. Primeiro agradeço a Deus pela minha segunda vida. E também a ele"
00:03:27,"Que me deu a missão de ser presidente da república do nosso Brasil. Missão difícil missão realmente para poucos porque ela não é fácil."
00:03:46,"Nós temos duas pessoas lá no Bolsonaro. Parlamentares, ministros que nos ajudam a conduzir o Brasil para o rumo certo."
00:04:19,"temos quase tudo bom pra nós"
00:04:39,"Mas ao nosso lado vêm o povo brasileiro vocês é que dão pelo norte para as ações. Eu tenho lealdade ao povo brasileiro."
00:04:56,"Temos um sistema contra a gente mas nós somos resilientes nós não entregamos os pontos. Para mim estaria muito mais fácil e estar do outro lado do balcão. Mas o meu lado é o lado do povo brasileiro."
00:05:15,"Passamos contratando licença essa pandemia. Uma guerra lá fora. Entre outros problemas. O mundo mergulhou numa inflação e aumento de preço. Vencemos esse momento. Hoje temos"
00:05:33,"Uma das gasolina mais baratas do mundo. Hoje nós aprendemos aos pobres com um projeto social de verdade. Não uma esmola como era o Flamengo. Hoje mais humilde"
00:05:52,"Os mais pobres recebem amigos e seus familiares. E vocês sabem por que nós podemos pagar isso? Porque no meu governo não tem corrupção. Ao vivo."
00:06:16,"na"
00:06:34,"Não gosto de mim porque eu sou pouco grosso. Foram ele fala palavrão mas não sou ladrão."
00:06:51,"Nós fizemos voltar ressurgir o papelismo em nosso Brasil."
00:07:09,"É uma satisfação votar no Brasil todo e cada vez mais ver o mar de pessoas usando o verde e amarelo da nossa bandeira. Mas se as questões materiais"
00:07:27,"Nós todos temos família nós todos temos um carinho especial pelas nossas famílias. O que outro lado pensa na família? Não pensa nada. O outro lado não respeita a família de cada um de nós."
00:07:47,"Nós sabemos a importância dessa família. Por isso a preservamos. Nós sabemos que o patrimônio de cada um de nós não é o prédio, uma casa lombar. O nosso patrimônio são os nossos filhos. O outro lado"
00:08:07,"Criou a ideologia de gênero para levar o sexo pra nossas crianças em sala de aula. Nós não queremos nossos filhos com a escola. Nós respeitamos as crianças pelo Brasil completamente diferente do outro lado."
00:08:27,"O outro lado querem legalizar as drogas. Só quem não sabe o sofrimento de uma mãe que tem o mundo nesses mergulharem nas drogas é que pode falar em consideração nossa. Somos contra isso."
00:08:44,"Falaram durante a campanha lá atrás que eu ia decidir quem eu percebi algum grego pelo Brasil? Deve ter um monte de meu abraço."
00:08:59,"Temos"
00:09:17,"Que que eu tenho? Nada! São meus amigos! Cadê o negão? Cadê o irmão aí meu irmão? Em dois mil e dezoito"
