timecode,text
00:00:00,"Especial. Você sabe que aposentadoria especial da aposentadoria. Bom, pela certeza pra baixo, na página vinte e cinco também. Fim da estabilidade emprego de funcionários públicos. Olha que eles acusa a gente o tempo todo, não é verdade?"
00:00:18,"São eles, são eles. Fim da estabilidade de emprego de funcionários públicos. Página trinta e dois. Fim da desoneração da cesta básica. Básica. Página trinta e cinco. Nós há muito tempo zeramos os impostos federais"
00:00:36,"dos produtos da cesta básica. O que que a turma do Alckmin e do PT querem fazer? Voltar cobrar imposto dos produtos da cesta básica. Uma coisa muito importante aqui. Eles querem reduzir em cinquenta por cento na dedução com saúde no imposto de renda."
00:00:56,"então tem o valor que você pode deduzir todo ano eles querem então no tocante a saúde cortar em cinquenta por cento. Ou seja você vai pagar mais imposto de renda com a turma do Alckmin e do Lula. Repito com a gente aqui"
00:01:15,"Não tem mentira não. O problema é a verdade. nos acusam o que está de fazer o que está no problema deles. Alterar regras isso aqui é um crime. Alterar regras para aposentadoria com moléstia grave."
00:01:31,"A turma do Alckmin e do PT não tem pena nem quem tem doença grave. É uma coisa lamentável. vai taxar as verbas rescisórias. Aquele quando você termina o contrato de trabalho, né?"
00:01:49,"E você recebe alguma coisa ali. Aquilo que não tem qualquer taxação será taxado. Pela turma do Alckmin e do Lula. Aqui eu já falei lá em cima, né? Aumentar a tributação do simples. Eu acho que já falei isso aqui."
00:02:05,"Outra coisa fim da desoneração da folha. Final do ano passado grupo de empresários esteve conosco lá pra negociar essa essa questão aqui. Ou seja, o imposto que se paga, né? O empresário paga."
00:02:22,"Eh ele pode optar vinte por cento folha ou de um a quatro por cento do faturamento bruto da empresa. É melhor pro empresário sim. Se ele paga menos imposto, ele pode pagar um salário maior."
00:02:39,"Ou ainda produzir mais barato algo que você vai comprar no final da linha. Aquela historinha de ah vamos taxar o empresário? No final das contas alguém tem que pagar essa conta. Então hoje em dia tem dezessete setores não pagam, tá? Eh imposto sobre"
00:02:57,"a Folha não paga vinte por cento sobre a folha. Pago de um a quatro por cento sobre o faturamento do emprego. E isso é bom para a empresa e é bom pra você. E eles querem então botar um ponto final na desoneração da folha. O cálculo aqui é superficial não é preciso. Eles arrecadariam mais"
00:03:17,"Duzentos bilhões de reais do empresariado brasileiro. contribuinte. Nós não só manter essa desoneração da folha tem como já aceitei com a equipe econômica e nós vamos entrar"
00:03:35,"Nesse nesse grupo de Serviços, né? Eh que podem ter a folha desonerada, nós vamos também botar o serviço de saúde ajudar aqui a pagar o piso dos enfermeiros, né? E deixar bem claro o Congresso aprovou o piso dos enfermeiros"
00:03:53,"eu sancionei e o ministro do supremo feito pelo PT que é o Barroso resolveu suspender esse essa concessão do piso de enfermagem. Estamos aqui buscando uma maneira de ajudar no caso aqui é a iniciativa privada de poder entrar por opção"
00:04:13,"Entre pagar vinte por cento do valor da folha ativo de imposto ou de um a quatro por cento sobre o faturamento bruto. Então está aqui o programa do Alckmin, pessoal. Do Alckmin barra PT. Vira o pacote de maldades."
00:04:31,"Então olha só, ele nos acusam de fazer o que estão programando fazer. Lula não tem programa plano de governo. Fica quieto. Assim como não tem nenhum nome de possível ministro pra ele. Porque nós já sabemos né?"
00:04:48,"um montão de gente ali está condenado em segunda e terceira instância trinta anos de cadeia outros com uma série de acusações são pessoas que lá atrás deixaram o governo do PT para irem pra cadeia. áudio cortado, recortado não, a gente quer que eu coloque essa daqui"
00:05:07,"Outra coisa, tá? Olha só, tem um videozinho correndo aí, se você olhar, precisa ter muita atenção não, você vê que é uma armação que eu vou reduzir o salário mínimo. Primeiro deixar bem claro. Ninguém pode reduzir o salário mínimo."
00:05:27,"teria que mandar um projeto pro congresso ninguém aprovaria um negócio desse. Então já é uma mentira logo de saída. Mas o PT nos acusa. E faz uma montagem de um vídeo. Né? Se você prestar atenção tem tem os cortes. Mas dá a entender que eu vou diminuir o valor do salário mínimo. Esse vídeo aqui"
00:05:47,"que eles fazem a montagem foi lá atrás em dois mil e vinte quando Por ocasião da pandemia estava decidindo, né? Onde arranjar recurso pra pandemia. Então vem uma proposta da câmara verbal presidente da câmara daquela época que era o deputado federal aí do Rio de Janeiro"
00:06:06,"ele queria tocar dar um corte de vinte e cinco por cento no salário, nas aposentadorias, de todos os servidores públicos. Deixar bem claro. Proposta lá do presidente da câmara, né? O seu Maia queria reduzir isso aqui. Vinte e cinco por cento. Nós somos contra."
00:06:26,"Fizemos uma contra proposta. Congelar por um ano e meio o salário do servidor. É assim que foi feito. muito menos ruim o congelamento do que o código de vinte e cinco por cento. Se tivesse feito o corte lá atrás de vinte e cinco por cento mesmo o reajuste de alguns prefeitos e governadores deram o ano passado e nesse ano né?"
00:06:45,"Não teria repouso os vinte e cinco por cento. Isso é uma verdade. O que que o essa turma da esquerda faz? Pega esse vídeo, faz uma montagem que eu quero reduzir, né? O governo mentirosamente, né? Quer reduzir o salário"
00:07:03,"Dos servidores em vinte e cinco por cento bem como aposentadorias, pensões e etcétera. a esquerda brasileira. PT também, né? PT, o zelo e desejo de fazer isso daí."
00:07:16,"Está acabando? até aqui uma coisa tem um copo d'água é só outra coisa, mostrar né? Pra vocês o que é o PT. É só dar o Google aí. Resoluções do Encontro Nacional de Direito Humano do PT."
