timecode,text
00:00:00,"Boa noite, aqui é Nilson Flávio, a gente tá ao vivo agora na Globo News. Eu queria perguntar pro senhor a avaliação que o senhor faz no debate e saber eh na sua avaliação, qual impacto que o debate marcado ali muitas vezes por próprias acusações pode ter sobre o eleitor e deciva ter"
00:00:18,"Primeiramente parabéns a Globo pela pelo formato pela liberdade que tivemos e também vi imparcialidade. deu pra cada um. eh apresentar propostas."
00:00:35,"Terceiro obviamente crítica a outros e recordar a memória de muita gente e fazer lembrar os jovens que não viveu em dois mil e três, dois mil e dezesseis o que foi o governo Lula e Dilma."
00:00:52,"a desgraça que foi para o país esse governo todos esses são. é que o Brasil numa recessão com a destruição de três milhões de empregos"
00:01:12,"Isso aí é apenas corrupção chamar a responsabilidade e parece que ele tá sofrendo de amnésia, eh do seu governo especial dos mais pobres"
00:01:30,"Ele tinha o Bolsa Família e pagava em média cento e noventa reais. Nós triplicamos esse valor com responsabilidade fiscal e lá trás conseguir emprego, perdi a bolsa família, nosso governo perde, ainda ganha mais de duzentos. queremos, todos trabalhando."
00:01:47,"Além das frequências econômicas, reduzimos o preço dos combustíveis canetaços com ajuda do parlamento Estamos no terceiro mês com deflação, da economia são sempre revistos semana a semana eh para cima."
00:02:06,"o Brasil tá bem no mundo todo nas suas políticas externas, mas é isso que aconteceu comigo e a Rússia fertilizantes pra cá. Temos hoje um negócio de cento e noventa países pra todo mundo. dia o país do Brasil é um"
00:02:26,"Há uma confiança no seu governo. Por mais que alguns queiram. É o contrário. A verdade está aí. E quando se fala em número não tem como contestar. Tem coisa errada ainda? Tem. Né? Vamos aperfeiçoando."
00:02:41,"muita gente muito mais preocupado do que eu falo do que que eu faço são meio grosso de berimbau, falo palavrão outros, peço desculpa. Mas eu vou melhorando e o que interessa e mesmo se passando por uma pandemia. Muita gente perdendo a vida"
00:03:00,"Uma crise de falta d'água enorme uma guerra esse ano, indo muito bem. O mundo está assustado da forma positiva."
00:03:12,"o Brasil está na economia. Vamos crescer mais que a China. Temos legislação menor do que Europa, do que Estados Unidos. E se compararmos aqui com outros países da América do Sul. Sim. Que tem uma ideologia exatamente igual ao do Lula com toda certeza"
00:03:32,"Quem votou sem convicção do lado de lá, reflita e venha pro nosso lado, esse é o balanço que eu faço aí no debate. Presidente Presidente, a sua esquerda aqui o Rodrigo Biga, por favor presidente."
00:03:50,"Tem uma ordem aqui, eu tô no meio do bolo aqui do meu amigo Representa por gentileza, o senhor acha que salvaria o seu desempenho no debate, acho que venceu esse debate, poderia detalhar um pouco mais essa proposta nova que o senhor trouxe."
00:04:06,"Com relação ao salário mínimo de um mil e quatrocentos reais, porque de onde vem a fonte de receita pra bancar esse salário de mil e quatrocentos pouco? Mas onde veio o dinheiro do auxílio emergencial lá em dois mil e oito? o auxílio Brasil também de quatrocentos foi seiscentos."
00:04:24,"Não, um governo que não rouba. Olha as estatais. davam bem vindo agora domingo. corrupção do meu governo não tem, tem acusações vagas, levianas Então, o dinheiro vem daí. Logicamente, a receita."
00:04:44,"O Paulo Guedes faz um bolo e um mil e quatrocentos é uma realidade até pra mostrar que já temos arrumado a casa, né? Sobra dinheiro pra gente implementar outras políticas o dinheiro é o Paulo Guedes."
00:05:03,"eu apenas dei a receita pra ele e tenho certeza que ele vai entregar essa receita até pra atender os mais pobres de verdade porque o salário mínimo perdeu sim poder daquele título que pede os conjunto da cesta básica que ele eh diminuindo né? Em torno de dez por cento"
00:05:23,"A inflação durante aquela nefasta política errada, não fica em casa a economia te vê depois aumentou a inflação, a guerra lá fora também fez aumentar o preço dos produtos do bolo cesta básica."
